State,Year,StateCode,Population,AllOpioids,AllOpioidsRate,AllOpioidsRatePer100k,T40.1,T40.1Rate,T40.1RatePer100k,T40.2,T40.2Rate,T40.2RatePer100k,T40.3,T40.3Rate,T40.3RatePer100k,T40.4,T40.4Rate,T40.4RatePer100k,T40.6,T40.6Rate,T40.6RatePer100k,fracwhite,fracblack,fracother,yr_st_age_0_15,yr_st_age_16_35,yr_st_age_36_64,yr_st_age_65plus
Maryland,2008,24,5684965,533,9.37561E-05,9.375607414,108,1.89975E-05,1.899747844,181,3.18384E-05,3.183836664,158,2.77926E-05,2.779260734,36,6.33249E-06,0.633249281,136,2.39228E-05,2.392275062,0.6394982,0.2834063,0.0770956,0.2291241,0.2482829,0.4101755,0.1124176
Massachusetts,2008,25,6468967,612,9.46055E-05,9.460552203,59,9.12047E-06,0.912046699,144,2.22601E-05,2.226012283,87,1.34488E-05,1.344882421,55,8.50213E-06,0.850213025,322,4.97761E-05,4.977610799,0.8509732,0.062533,0.0864937,0.2200173,0.2449802,0.4093201,0.1256824
Michigan,2008,26,9946889,656,6.59503E-05,6.595026847,216,2.17153E-05,2.17153323,228,2.29217E-05,2.292173965,156,1.56833E-05,1.568329555,76,7.64058E-06,0.764057988,50,5.0267E-06,0.502669729,0.8225852,0.1352624,0.0421523,0.2285365,0.2480149,0.4035394,0.1199093
Minnesota,2008,27,5247018,234,4.45968E-05,4.459675953,8,1.52468E-06,0.152467554,92,1.75338E-05,1.75337687,62,1.18162E-05,1.181623543,33,6.28929E-06,0.62892866,59,1.12445E-05,1.12444821,0.8952245,0.0517753,0.0530003,0.2273732,0.2571785,0.4032382,0.1122101
Mississippi,2008,28,2947806,106,3.59589E-05,3.595894709,3,1.01771E-06,0.101770605,58,1.96757E-05,1.96756503,15,5.08853E-06,0.508853025,34,1.1534E-05,1.15340019,8,2.71388E-06,0.27138828,0.6169932,0.364812,0.0181947,0.2543746,0.2607958,0.3701491,0.1146806
Missouri,2008,29,5923916,490,8.27156E-05,8.271555505,122,2.05945E-05,2.059448513,233,3.93321E-05,3.933209046,91,1.53615E-05,1.536146022,56,9.45321E-06,0.945320629,62,1.0466E-05,1.046604982,0.8663181,0.1073719,0.02631,0.2317152,0.2534232,0.389366,0.1254955
Montana,2008,30,976415,70,7.16908E-05,7.169082818,3,3.07246E-06,0.307246406,27,2.76522E-05,2.765217658,26,2.6628E-05,2.66280219,16,1.63865E-05,1.638647501,3,3.07246E-06,0.307246406,0.9136813,0.0054863,0.0808325,0.2258389,0.2455431,0.3955803,0.1330377
Nebraska,2008,31,1796378,30,1.67003E-05,1.670027132,0,0,0,14,7.79346E-06,0.779345995,10,5.56676E-06,0.556675711,6,3.34005E-06,0.334005426,2,1.11335E-06,0.111335142,0.9014693,0.0468509,0.0516798,0.2415092,0.2623104,0.3754917,0.1206886
Nevada,2008,32,2653630,437,0.00016468,16.46800797,31,1.16821E-05,1.168211092,232,8.74274E-05,8.742741075,121,4.55979E-05,4.559791682,27,1.01747E-05,1.017474177,75,2.82632E-05,2.826317158,0.8047727,0.0810812,0.1141461,0.2535098,0.2560607,0.3839946,0.1064349
New Hampshire,2008,33,1315906,94,7.14337E-05,7.143367383,11,8.35926E-06,0.83592597,48,3.64768E-05,3.647676962,21,1.59586E-05,1.595858671,14,1.06391E-05,1.063905781,12,9.11919E-06,0.91191924,0.9585624,0.0112063,0.0302313,0.2143269,0.2282635,0.4368591,0.1205505
New Jersey,2008,34,8711090,347,3.98343E-05,3.983428021,118,1.3546E-05,1.35459512,132,1.51531E-05,1.515309795,54,6.19899E-06,0.619899461,21,2.41072E-06,0.241072013,58,6.65818E-06,0.66581794,0.7352876,0.1315942,0.1331182,0.2350007,0.2317826,0.4110449,0.1221719
New Mexico,2008,35,2010662,330,0.000164125,16.41250494,65,3.23277E-05,3.232766124,209,0.000103946,10.39458646,53,2.63595E-05,2.635947762,23,1.1439E-05,1.143901859,21,1.04443E-05,1.044432132,0.7674425,0.0320102,0.2005472,0.2497194,0.2552374,0.3707079,0.1243353
New York,2008,36,19212436,1169,6.0846E-05,6.08460062,222,1.1555E-05,1.155501572,493,2.56605E-05,2.566046284,297,1.54587E-05,1.545873725,126,6.55825E-06,0.655825217,238,1.23878E-05,1.238780965,0.7002879,0.1546029,0.1451092,0.225559,0.2492002,0.3971633,0.1280775
North Carolina,2008,37,9309449,859,9.22718E-05,9.227184122,64,6.87474E-06,0.687473555,414,4.44709E-05,4.44709456,307,3.29772E-05,3.29772471,128,1.37495E-05,1.37494711,22,2.36319E-06,0.236319035,0.7273197,0.2075353,0.065145,0.237582,0.2537096,0.3949192,0.1137892
North Dakota,2008,38,657569,32,4.86641E-05,4.866409457,0,0,0,13,1.97698E-05,1.976978842,3,4.56226E-06,0.456225887,7,1.06453E-05,1.064527069,19,2.88943E-05,2.889430615,0.9242412,0.0108154,0.0649433,0.2032982,0.2859226,0.3836744,0.1271049
Ohio,2008,39,11515391,863,7.49432E-05,7.494317822,242,2.10154E-05,2.101535241,357,3.1002E-05,3.100198682,188,1.6326E-05,1.632597625,112,9.72611E-06,0.972611351,67,5.8183E-06,0.581830005,0.8567312,0.1189953,0.0242734,0.2272227,0.2486714,0.3993374,0.1247685
Oklahoma,2008,40,3668976,416,0.000113383,11.33831347,6,1.63533E-06,0.163533367,250,6.81389E-05,6.813890306,117,3.1889E-05,3.188900663,70,1.90789E-05,1.907889286,7,1.90789E-06,0.190788929,0.8132231,0.0809733,0.1058036,0.2391033,0.2605555,0.3755436,0.1247976
Oregon,2008,41,3768748,348,9.23384E-05,9.233835746,94,2.4942E-05,2.494197012,94,2.4942E-05,2.494197012,138,3.66169E-05,3.661693485,22,5.83748E-06,0.583748237,55,1.45937E-05,1.459370592,0.9008599,0.0234229,0.0757172,0.2194943,0.2567414,0.4001517,0.1236125
Pennsylvania,2008,42,12612285,620,4.91584E-05,4.915841975,158,1.25275E-05,1.252746826,266,2.10905E-05,2.109054783,112,8.88023E-06,0.888023066,100,7.92878E-06,0.792877738,76,6.02587E-06,0.602587081,0.8621381,0.096283,0.0415789,0.2119394,0.2346753,0.4089513,0.1444339
Rhode Island,2008,44,1055003,133,0.000126066,12.60659922,4,3.79146E-06,0.379145841,29,2.74881E-05,2.748807349,28,2.65402E-05,2.654020889,13,1.23222E-05,1.232223984,70,6.63505E-05,6.635052223,0.8583604,0.0576136,0.084026,0.2113121,0.2411518,0.4090329,0.1385033
South Carolina,2008,45,4528996,228,5.03423E-05,5.034228337,11,2.42879E-06,0.242879437,125,2.75999E-05,2.759993606,60,1.3248E-05,1.324796931,43,9.49438E-06,0.9494378,13,2.87039E-06,0.287039335,0.7024733,0.2717512,0.0257755,0.2355382,0.2471287,0.3922634,0.1250698
South Dakota,2008,46,799124,32,4.00438E-05,4.004384801,1,1.25137E-06,0.125137025,16,2.00219E-05,2.002192401,9,1.12623E-05,1.126233225,7,8.75959E-06,0.875959175,1,1.25137E-06,0.125137025,0.8871718,0.0137629,0.0990653,0.2396103,0.2556495,0.3742104,0.1305298
Tennessee,2008,47,6247411,499,7.98731E-05,7.987308663,8,1.28053E-06,0.128053045,278,4.44984E-05,4.449843303,122,1.95281E-05,1.952808932,98,1.56865E-05,1.568649797,38,6.08252E-06,0.608251962,0.8176933,0.1579217,0.0243849,0.2276906,0.2501337,0.4035154,0.1186603
Texas,2008,48,24309039,986,4.0561E-05,4.056104398,258,1.06133E-05,1.061333605,462,1.90053E-05,1.900527619,177,7.28124E-06,0.728124217,92,3.7846E-06,0.378460045,100,4.1137E-06,0.411369614,0.7674497,0.1104821,0.1220682,0.2744121,0.2702739,0.3602011,0.0951129
Utah,2008,49,2663029,371,0.000139315,13.93150431,69,2.59103E-05,2.591034495,242,9.0874E-05,9.087396345,105,3.94288E-05,3.942878579,28,1.05143E-05,1.051434288,73,2.74124E-05,2.741239393,0.9300344,0.0145274,0.0554382,0.2991351,0.3094305,0.3071109,0.0843235
Vermont,2008,50,624151,59,9.45284E-05,9.452840739,4,6.40871E-06,0.640870559,32,5.12696E-05,5.126964469,18,2.88392E-05,2.883917514,15,2.40326E-05,2.403264595,3,4.80653E-06,0.480652919,0.9742756,0.007328,0.0183963,0.1937348,0.2276187,0.4468947,0.1317518
Virginia,2008,51,7833496,501,6.39561E-05,6.39561187,88,1.12338E-05,1.123380927,222,2.83398E-05,2.833983703,142,1.81273E-05,1.812728314,91,1.16168E-05,1.161678004,23,2.93611E-06,0.293610924,0.7356268,0.1927123,0.0716608,0.2283756,0.2543172,0.4051068,0.1122004
Washington,2008,53,6562231,712,0.0001085,10.84996855,68,1.03623E-05,1.036232952,315,4.8002E-05,4.800196762,295,4.49542E-05,4.495422365,55,8.3813E-06,0.838129593,146,2.22485E-05,2.224853103,0.8356184,0.0420923,0.1222893,0.2237333,0.2600734,0.4063325,0.1098609
West Virginia,2008,54,1840310,387,0.000210291,21.02906576,37,2.01053E-05,2.010530834,228,0.000123892,12.38921703,88,4.7818E-05,4.781803066,91,4.94482E-05,4.944819079,30,1.63016E-05,1.630160136,0.957061,0.0349308,0.0080082,0.2026476,0.2387966,0.4133355,0.1452203
Wisconsin,2008,55,5640996,380,6.7364E-05,6.736399033,70,1.24092E-05,1.240915611,183,3.24411E-05,3.244107955,120,2.12728E-05,2.127283905,55,9.75005E-06,0.975005123,19,3.3682E-06,0.336819952,0.9036698,0.0574043,0.0389259,0.2227606,0.248886,0.40469,0.1236634
Wyoming,2008,56,546043,48,8.79052E-05,8.790516498,1,1.83136E-06,0.18313576,24,4.39526E-05,4.395258249,11,2.01449E-05,2.014493364,11,2.01449E-05,2.014493364,9,1.64822E-05,1.648221843,0.943746,0.0140646,0.0421894,0.2336426,0.2605732,0.3931063,0.1126779
Alabama,2007,1,4672840,172,3.68085E-05,3.680845054,4,8.5601E-07,0.085601048,67,1.43382E-05,1.43381755,90,1.92602E-05,1.926023575,21,4.49406E-06,0.449405501,9,1.92602E-06,0.192602357,0.7217051,0.2562065,0.0220884,0.2338131,0.252209,0.3834985,0.1304794
Alaska,2007,2,680300,16,2.3519E-05,2.351903572,1,1.46994E-06,0.146993973,9,1.32295E-05,1.322945759,4,5.87976E-06,0.587975893,2,2.93988E-06,0.293987946,1,1.46994E-06,0.146993973,0.7358828,0.0482392,0.215878,0.2440889,0.2902519,0.3997869,0.0658723
Arizona,2007,4,6167681,490,7.94464E-05,7.94463916,52,8.43105E-06,0.843104564,238,3.85882E-05,3.858824735,88,1.42679E-05,1.426792339,39,6.32328E-06,0.632328423,114,1.84834E-05,1.848344621,0.7840408,0.0395282,0.176431,0.2623892,0.2548497,0.3516771,0.131084
Arkansas,2007,5,2848650,156,5.47628E-05,5.476278237,2,7.02087E-07,0.070208695,90,3.15939E-05,3.159391291,68,2.3871E-05,2.387095642,27,9.47817E-06,0.947817387,7,2.4573E-06,0.245730434,0.8038496,0.1591207,0.0370297,0.2397551,0.2474249,0.3743748,0.1384451
California,2007,6,36250311,1762,4.86065E-05,4.860647954,299,8.24821E-06,0.82482051,979,2.70067E-05,2.700666485,327,9.02061E-06,0.902061226,150,4.1379E-06,0.413789553,265,7.31028E-06,0.731028211,0.636255,0.0673506,0.2963944,0.2554585,0.2680544,0.3682577,0.1082294
Colorado,2007,8,4803868,368,7.66049E-05,7.660493586,39,8.11846E-06,0.811845788,195,4.05923E-05,4.059228938,60,1.24899E-05,1.248993519,45,9.36745E-06,0.93674514,52,1.08246E-05,1.08246105,0.8638229,0.042482,0.0936951,0.238499,0.2680449,0.3954549,0.0980011
Connecticut,2007,9,3527270,249,7.05928E-05,7.059283809,120,3.40206E-05,3.402064486,35,9.92269E-06,0.992268808,57,1.61598E-05,1.615980631,22,6.23712E-06,0.623711822,33,9.35568E-06,0.935567734,0.8196708,0.0911239,0.0892053,0.2283135,0.2292897,0.4096236,0.1327732
Delaware,2007,10,871749,52,5.96502E-05,5.965019748,10,1.14712E-05,1.147119182,15,1.72068E-05,1.720678773,22,2.52366E-05,2.523662201,5,5.7356E-06,0.573559591,4,4.58848E-06,0.458847673,0.7475574,0.2003795,0.0520631,0.2317355,0.2415748,0.3950703,0.1316194
District of Columbia,2007,11,574404,29,5.04871E-05,5.04871136,3,5.2228E-06,0.522280486,4,6.96374E-06,0.696373981,6,1.04456E-05,1.044560971,1,1.74093E-06,0.174093495,16,2.7855E-05,2.785495923,0.3780126,0.5442744,0.0777131,0.2033656,0.3232642,0.3528166,0.1205537
Florida,2007,12,18367842,1519,8.26989E-05,8.26988821,79,4.301E-06,0.430099518,797,4.33911E-05,4.339105269,581,3.16314E-05,3.163136965,139,7.56757E-06,0.756757381,108,5.87984E-06,0.587984152,0.7881985,0.1480103,0.0637912,0.2180849,0.2296783,0.381128,0.1711087
Georgia,2007,13,9349988,404,4.32086E-05,4.32086116,11,1.17647E-06,0.11764721,145,1.5508E-05,1.550804129,175,1.87166E-05,1.871660156,68,7.27274E-06,0.727273661,43,4.59894E-06,0.459893638,0.6487236,0.2898987,0.0613778,0.2677342,0.2625721,0.3732508,0.0964429
Hawaii,2007,15,1315675,82,6.23254E-05,6.232542231,6,4.5604E-06,0.456039675,51,3.87634E-05,3.876337241,21,1.59614E-05,1.596138864,3,2.2802E-06,0.228019838,7,5.32046E-06,0.532046288,0.3026762,0.0330912,0.6642326,0.2227733,0.2515842,0.3828875,0.142755
Idaho,2007,16,1505105,64,4.2522E-05,4.25219503,4,2.65762E-06,0.265762189,34,2.25898E-05,2.258978609,23,1.52813E-05,1.528132589,10,6.64405E-06,0.664405473,4,2.65762E-06,0.265762189,0.9415109,0.0093159,0.0491732,0.2653412,0.2557569,0.3653376,0.1135643
Illinois,2007,17,12695866,739,5.82079E-05,5.820792374,65,5.11978E-06,0.511977678,151,1.18936E-05,1.18936353,106,8.34917E-06,0.834917445,104,8.19164E-06,0.819164285,366,2.88283E-05,2.882828158,0.7304598,0.1434276,0.1261126,0.2487741,0.2562352,0.3743857,0.120605
Indiana,2007,18,6379599,251,3.93442E-05,3.934416568,18,2.82149E-06,0.282149395,86,1.34805E-05,1.348047111,80,1.254E-05,1.253997312,52,8.15098E-06,0.815098253,38,5.95649E-06,0.595648723,0.8739061,0.0889909,0.037103,0.2422356,0.2562794,0.3838335,0.1176515
Iowa,2007,19,2999212,112,3.73431E-05,3.734314213,3,1.00026E-06,0.100026274,56,1.86716E-05,1.867157107,37,1.23366E-05,1.233657374,20,6.66842E-06,0.666841824,12,4.00105E-06,0.400105094,0.9360401,0.0300656,0.0338942,0.2259901,0.2461506,0.3847423,0.143117
Kansas,2007,20,2783785,128,4.59806E-05,4.598056244,2,7.18446E-07,0.071844629,63,2.26311E-05,2.263105807,48,1.72427E-05,1.724271091,19,6.82524E-06,0.682523974,5,1.79612E-06,0.179611572,0.8755882,0.0626195,0.0617923,0.2408641,0.2572967,0.3782675,0.1235717
Kentucky,2007,21,4256672,356,8.36334E-05,8.363341127,3,7.04776E-07,0.070477594,194,4.55755E-05,4.557551063,157,3.68833E-05,3.688327407,39,9.16209E-06,0.916208719,33,7.75254E-06,0.775253531,0.9111294,0.0727051,0.0161655,0.2316373,0.2525258,0.3929752,0.1228617
Louisiana,2007,22,4375581,228,5.21074E-05,5.210736586,5,1.14271E-06,0.114270539,93,2.12543E-05,2.125432028,115,2.62822E-05,2.628222401,22,5.0279E-06,0.502790372,22,5.0279E-06,0.502790372,0.6651178,0.3078444,0.0270378,0.2510431,0.2621692,0.3664597,0.120328
Maine,2007,23,1327040,108,8.13841E-05,8.138413311,5,3.76778E-06,0.376778394,56,4.21992E-05,4.219918013,48,3.61707E-05,3.617072583,7,5.2749E-06,0.527489752,12,9.04268E-06,0.904268146,0.9693584,0.0125048,0.0181367,0.2006289,0.222631,0.4364055,0.1403347
Maryland,2007,24,5653408,620,0.000109668,10.96683629,131,2.31719E-05,2.317186377,136,2.40563E-05,2.405628605,209,3.69689E-05,3.696885135,36,6.36784E-06,0.636784042,199,3.52E-05,3.520000679,0.6376382,0.2790016,0.0833602,0.2369533,0.2468053,0.4022636,0.1139777
Massachusetts,2007,25,6431559,660,0.000102619,10.26189762,69,1.07283E-05,1.072834751,173,2.68986E-05,2.689861043,126,1.95909E-05,1.959089546,74,1.15058E-05,1.1505764,287,4.46237E-05,4.462370632,0.8526641,0.0598164,0.0875195,0.2232198,0.2365022,0.4049499,0.1353282
Michigan,2007,26,10001284,523,5.22933E-05,5.229328554,115,1.14985E-05,1.149852359,189,1.88976E-05,1.889757355,159,1.5898E-05,1.58979587,72,7.19908E-06,0.719907564,36,3.59954E-06,0.359953782,0.8166806,0.1382715,0.0450479,0.2341529,0.2444724,0.3960229,0.1253517
Minnesota,2007,27,5207203,185,3.55277E-05,3.552771037,8,1.53633E-06,0.153633342,82,1.57474E-05,1.574741757,58,1.11384E-05,1.11384173,26,4.99308E-06,0.499308362,31,5.95329E-06,0.595329201,0.8964922,0.049484,0.0540238,0.2313091,0.2535091,0.3967642,0.1184177
Mississippi,2007,28,2928350,98,3.34659E-05,3.346594499,3,1.02447E-06,0.10244677,47,1.605E-05,1.604999402,31,1.05862E-05,1.058616627,23,7.85425E-06,0.785425239,6,2.04894E-06,0.204893541,0.6167839,0.3651374,0.0180787,0.2543212,0.2602381,0.3655746,0.1198661
Missouri,2007,29,5887612,406,6.89583E-05,6.895834848,70,1.18894E-05,1.188937043,179,3.04028E-05,3.040281866,91,1.54562E-05,1.545618156,72,1.22291E-05,1.222906673,39,6.62408E-06,0.662407781,0.86281,0.1087823,0.0284078,0.2341839,0.2491353,0.3849244,0.1317565
Montana,2007,30,964706,62,6.42683E-05,6.426828485,2,2.07317E-06,0.207317048,25,2.59146E-05,2.591463099,27,2.79878E-05,2.798780146,9,9.32927E-06,0.932926715,2,2.07317E-06,0.207317048,0.916501,0.0096115,0.0738875,0.229686,0.2390147,0.3956662,0.135633
Nebraska,2007,31,1783440,41,2.29893E-05,2.298927915,0,0,0,23,1.28964E-05,1.289642489,14,7.85E-06,0.784999776,5,2.80357E-06,0.280357063,3,1.68214E-06,0.168214238,0.9111609,0.0442463,0.0445928,0.2473049,0.2569321,0.369154,0.1266091
Nevada,2007,32,2601072,414,0.000159165,15.91651442,44,1.69161E-05,1.691610228,200,7.68914E-05,7.689137402,127,4.8826E-05,4.88260225,28,1.07648E-05,1.076479236,56,2.15296E-05,2.152958473,0.76774,0.0812835,0.1509766,0.2559806,0.2533453,0.3837214,0.1069527
New Hampshire,2007,33,1312540,148,0.000112758,11.27584683,9,6.85693E-06,0.685693388,57,4.34272E-05,4.342724793,65,4.95223E-05,4.952230027,16,1.21901E-05,1.219010468,22,1.67614E-05,1.676139394,0.9568514,0.0127721,0.0303765,0.2187431,0.2293902,0.4311936,0.1206731
New Jersey,2007,34,8677885,348,4.01019E-05,4.010193728,105,1.20997E-05,1.209972246,139,1.60177E-05,1.601772782,81,9.33407E-06,0.933407161,34,3.91801E-06,0.391800537,49,5.64654E-06,0.564653715,0.7219877,0.1293194,0.1486929,0.2349495,0.2288287,0.4066955,0.1295262
New Mexico,2007,35,1990070,272,0.000136679,13.66786093,30,1.50748E-05,1.507484661,177,8.89416E-05,8.894159502,53,2.66322E-05,2.663222902,19,9.5474E-06,0.954740286,12,6.02994E-06,0.602993865,0.7226068,0.0282185,0.2491747,0.2418255,0.2639212,0.3685851,0.1256681
New York,2007,36,19132335,1064,5.56127E-05,5.561265784,195,1.01922E-05,1.019216943,412,2.15342E-05,2.153422465,303,1.58371E-05,1.583706328,116,6.06303E-06,0.606303413,221,1.15511E-05,1.155112536,0.6865175,0.1522984,0.161184,0.2306362,0.2467341,0.3907828,0.1318468
North Carolina,2007,37,9118037,758,8.31319E-05,8.313192851,50,5.48364E-06,0.548363644,307,3.36695E-05,3.366952777,336,3.685E-05,3.685003691,114,1.25027E-05,1.250269109,7,7.67709E-07,0.07677091,0.7240318,0.2073193,0.0686489,0.2398464,0.2527785,0.3885214,0.1188537
North Dakota,2007,38,652822,17,2.60408E-05,2.604078907,0,0,0,9,1.37863E-05,1.378630009,4,6.12724E-06,0.612724449,2,3.06362E-06,0.306362224,4,6.12724E-06,0.612724449,0.919345,0.0088217,0.0718334,0.2117262,0.2864456,0.370887,0.1309413
Ohio,2007,39,11500468,755,6.56495E-05,6.564950226,162,1.40864E-05,1.408638327,308,2.67815E-05,2.67815188,200,1.73906E-05,1.739059663,118,1.02605E-05,1.026045201,58,5.04327E-06,0.504327302,0.8553021,0.1183888,0.0263092,0.2282697,0.248111,0.3935525,0.1300668
Oklahoma,2007,40,3634349,500,0.000137576,13.75762207,4,1.10061E-06,0.110060977,290,7.97942E-05,7.979420799,182,5.00777E-05,5.007774432,67,1.84352E-05,1.843521357,6,1.65091E-06,0.165091465,0.8058345,0.0798471,0.1143184,0.2441608,0.2649998,0.363048,0.1277914
Oregon,2007,41,3722417,362,9.72486E-05,9.724864248,110,2.95507E-05,2.955069247,95,2.55211E-05,2.552105258,139,3.73413E-05,3.734132957,19,5.10421E-06,0.510421052,31,8.32792E-06,0.832792242,0.8862884,0.0237636,0.0899479,0.219229,0.2542071,0.3978465,0.1287174
Pennsylvania,2007,42,12563937,501,3.9876E-05,3.987603567,86,6.84499E-06,0.684498816,218,1.73512E-05,1.735124906,125,9.94911E-06,0.99491107,87,6.92458E-06,0.692458104,63,5.01435E-06,0.501435179,0.8621228,0.0948772,0.043,0.2181806,0.2348068,0.3956173,0.1513954
Rhode Island,2007,44,1057315,89,8.41755E-05,8.417548224,1,9.45792E-07,0.094579194,18,1.70243E-05,1.702425483,29,2.7428E-05,2.742796612,5,4.72896E-06,0.472895968,40,3.78317E-05,3.783167741,0.8508294,0.0601713,0.0889993,0.2233729,0.244259,0.3930159,0.1393522
South Carolina,2007,45,4444110,206,4.63535E-05,4.63534881,7,1.57512E-06,0.157511853,115,2.58769E-05,2.587694724,62,1.3951E-05,1.395104982,37,8.32563E-06,0.83256265,12,2.7002E-06,0.270020319,0.6991227,0.2740566,0.0268207,0.2408099,0.2469909,0.3826962,0.129503
South Dakota,2007,46,791623,21,2.65278E-05,2.652777901,0,0,0,11,1.38955E-05,1.389550329,3,3.78968E-06,0.378968272,7,8.84259E-06,0.8842593,2,2.52646E-06,0.252645514,0.8881534,0.0089131,0.1029335,0.2340479,0.2579211,0.3650936,0.1429373
Tennessee,2007,47,6175727,494,7.99906E-05,7.999058249,8,1.29539E-06,0.129539405,247,3.99953E-05,3.999529124,161,2.60698E-05,2.606980522,85,1.37636E-05,1.376356176,64,1.03632E-05,1.036315239,0.8125458,0.1604155,0.0270387,0.2347208,0.2482753,0.391921,0.1250829
Texas,2007,48,23831983,1064,4.46459E-05,4.464588616,219,9.18933E-06,0.918933183,533,2.23649E-05,2.23649035,204,8.55993E-06,0.855992554,125,5.24505E-06,0.524505242,99,4.15408E-06,0.415408151,0.7297627,0.1114362,0.158801,0.2733795,0.272655,0.3558372,0.0981283
Utah,2007,49,2597746,382,0.000147051,14.70505584,51,1.96324E-05,1.96324044,254,9.77771E-05,9.777707289,96,3.69551E-05,3.695511416,36,1.38582E-05,1.385816781,51,1.96324E-05,1.96324044,0.9175575,0.0147498,0.0676926,0.3021135,0.3074864,0.303963,0.0864372
Vermont,2007,50,623481,54,8.66105E-05,8.661049815,2,3.2078E-06,0.320779623,28,4.49091E-05,4.490914719,17,2.72663E-05,2.726626794,17,2.72663E-05,2.726626794,6,9.62339E-06,0.962338868,0.9731954,0.0109994,0.0158053,0.203872,0.2523902,0.4142716,0.1294662
Virginia,2007,51,7751000,520,6.70881E-05,6.708811766,96,1.23855E-05,1.238549865,227,2.92865E-05,2.928654367,150,1.93523E-05,1.935234163,68,8.77306E-06,0.877306154,59,7.61192E-06,0.761192104,0.7349542,0.1909931,0.0740527,0.2322841,0.2550439,0.3965191,0.116153
Washington,2007,53,6461587,675,0.000104464,10.4463501,76,1.17618E-05,1.176181641,288,4.45711E-05,4.457109376,284,4.39521E-05,4.395205079,44,6.80947E-06,0.680947266,170,2.63093E-05,2.630932618,0.8360595,0.0419277,0.1220128,0.2280011,0.2585492,0.4003351,0.1131146
West Virginia,2007,54,1834052,347,0.000189199,18.91985614,21,1.14501E-05,1.145005703,188,0.000102505,10.25052725,98,5.34336E-05,5.343359948,80,4.36193E-05,4.361926488,26,1.41763E-05,1.417626109,0.9559718,0.0349181,0.0091101,0.208695,0.238269,0.3997949,0.1532411
Wisconsin,2007,55,5610775,390,6.95091E-05,6.950911416,37,6.59445E-06,0.659445442,190,3.38634E-05,3.386341459,144,2.56649E-05,2.566490369,56,9.9808E-06,0.998079588,16,2.85166E-06,0.285165597,0.8927578,0.0599255,0.0473167,0.2259326,0.2447628,0.3984889,0.1308157
Wyoming,2007,56,534876,25,4.67398E-05,4.673980511,1,1.86959E-06,0.18695922,9,1.68263E-05,1.682632984,7,1.30871E-05,1.308714543,5,9.34796E-06,0.934796102,5,9.34796E-06,0.934796102,0.9373726,0.0172324,0.0453951,0.2342658,0.2622747,0.3877281,0.1157314
Alabama,2006,1,4628981,134,2.89481E-05,2.894805574,2,4.32061E-07,0.043206053,53,1.14496E-05,1.144960414,69,1.49061E-05,1.49060884,25,5.40076E-06,0.540075667,5,1.08015E-06,0.108015133,0.7226282,0.256837,0.0205348,0.2373885,0.250665,0.3831305,0.128816
Alaska,2006,2,675302,29,4.29437E-05,4.294374961,0,0,0,14,2.07315E-05,2.073146533,11,1.6289E-05,1.628900847,1,1.48082E-06,0.148081895,5,7.40409E-06,0.740409476,0.7524539,0.0537324,0.1938138,0.2526809,0.2766268,0.4063774,0.0643149
Arizona,2006,4,6029141,479,7.94475E-05,7.944747021,52,8.62478E-06,0.862477756,196,3.25088E-05,3.250877696,94,1.55909E-05,1.559094405,56,9.28822E-06,0.928822199,122,2.02351E-05,2.023505504,0.7928927,0.0382725,0.1688348,0.2616038,0.2585036,0.3478063,0.1320863
Arkansas,2006,5,2821761,149,5.28039E-05,5.280390508,0,0,0,72,2.5516E-05,2.551598098,73,2.58704E-05,2.58703696,33,1.16948E-05,1.169482461,13,4.60705E-06,0.460705212,0.8065814,0.1510603,0.0423583,0.239614,0.2504859,0.3724607,0.1374394
California,2006,6,36021202,1602,4.44738E-05,4.44738074,289,8.02305E-06,0.802305265,873,2.42357E-05,2.42357265,286,7.93977E-06,0.793976836,170,4.71944E-06,0.471944273,273,7.57887E-06,0.75788698,0.6297637,0.0667598,0.3034764,0.2599703,0.2703041,0.3636485,0.1060771
Colorado,2006,8,4720423,337,7.13919E-05,7.139190704,39,8.26197E-06,0.826197144,131,2.77518E-05,2.775175021,63,1.33463E-05,1.334626155,28,5.93167E-06,0.59316718,92,1.94898E-05,1.948977878,0.8536018,0.0436651,0.1027331,0.2358626,0.2752,0.3919852,0.0969522
Connecticut,2006,9,3517460,238,6.76625E-05,6.766246098,93,2.64395E-05,2.643953307,39,1.10875E-05,1.108754613,62,1.76264E-05,1.762635538,13,3.69585E-06,0.369584871,46,1.30776E-05,1.307761851,0.824411,0.0932096,0.0823793,0.2269928,0.2287677,0.4122209,0.1320187
Delaware,2006,10,859268,42,4.88788E-05,4.887881313,8,9.31025E-06,0.931025012,16,1.86205E-05,1.862050024,16,1.86205E-05,1.862050024,14,1.62929E-05,1.629293771,3,3.49134E-06,0.349134379,0.7367013,0.2071115,0.0561872,0.2462618,0.2368191,0.3750409,0.1418782
District of Columbia,2006,11,570681,62,0.000108642,10.86421311,5,8.76146E-06,0.876146218,17,2.9789E-05,2.978897142,13,2.27798E-05,2.277980168,4,7.00917E-06,0.700916975,33,5.78257E-05,5.782565041,0.3717725,0.556214,0.0720135,0.1989818,0.3218329,0.3536509,0.1255344
