State,Year,StateCode,Population,AllOpioids,AllOpioidsRate,AllOpioidsRatePer100k,T40.1,T40.1Rate,T40.1RatePer100k,T40.2,T40.2Rate,T40.2RatePer100k,T40.3,T40.3Rate,T40.3RatePer100k,T40.4,T40.4Rate,T40.4RatePer100k,T40.6,T40.6Rate,T40.6RatePer100k,fracwhite,fracblack,fracother,yr_st_age_0_15,yr_st_age_16_35,yr_st_age_36_64,yr_st_age_65plus
California,2011,6,37691912,2057,5.4574E-05,5.45740423,372,9.86949E-06,0.986949136,1224,3.24738E-05,3.24738103,430,1.14083E-05,1.140828303,177,4.69597E-06,0.469596767,209,5.54496E-06,0.554495617,0.6622071,0.0676296,0.2701634,0.2421146,0.2720524,0.3723384,0.1134946
Colorado,2011,8,5116796,423,8.26689E-05,8.266892016,80,1.56348E-05,1.563478395,200,3.9087E-05,3.908695989,61,1.19215E-05,1.192152277,80,1.56348E-05,1.563478395,37,7.23109E-06,0.723108758,0.8726861,0.0473327,0.0799812,0.2316985,0.2670617,0.3928854,0.1083544
Connecticut,2011,9,3580709,213,5.94854E-05,5.948542593,85,2.37383E-05,2.373831551,45,1.25673E-05,1.256734351,32,8.93678E-06,0.89367776,16,4.46839E-06,0.44683888,38,1.06124E-05,1.061242341,0.7976969,0.1056336,0.0966695,0.2202085,0.2284198,0.4098499,0.1415218
Delaware,2011,10,907135,115,0.000126773,12.67727516,15,1.65356E-05,1.653557629,65,7.16542E-05,7.165416393,23,2.53546E-05,2.535455032,14,1.54332E-05,1.543320454,19,2.09451E-05,2.09450633,0.7201309,0.2236489,0.0562202,0.2229669,0.2415044,0.3872629,0.1482658
District of Columbia,2011,11,617996,57,9.22336E-05,9.223360669,24,3.88352E-05,3.883520282,12,1.94176E-05,1.941760141,13,2.10357E-05,2.103573486,2,3.23627E-06,0.32362669,12,1.94176E-05,1.941760141,0.4242937,0.5062338,0.0694725,0.1808492,0.3643044,0.3448519,0.1099945
Florida,2011,12,19057542,1637,8.58978E-05,8.589775114,64,3.35825E-06,0.33582505,1106,5.80348E-05,5.80347665,467,2.45047E-05,2.450473414,145,7.60854E-06,0.760853629,51,2.67611E-06,0.267610587,0.7850677,0.1587932,0.056139,0.2084538,0.2349904,0.3819581,0.1745977
Georgia,2011,13,9815210,549,5.59336E-05,5.593359694,30,3.05648E-06,0.305648071,337,3.43345E-05,3.433446661,143,1.45692E-05,1.45692247,88,8.96568E-06,0.896567674,30,3.05648E-06,0.305648071,0.6312962,0.3054426,0.0632612,0.2555208,0.2628492,0.3751587,0.1064714
Hawaii,2011,15,1374810,78,5.67351E-05,5.673511249,5,3.63687E-06,0.363686619,48,3.49139E-05,3.491391538,19,1.38201E-05,1.38200915,6,4.36424E-06,0.436423942,7,5.09161E-06,0.509161266,0.266284,0.0251442,0.7085718,0.2248923,0.2492849,0.3803911,0.1454317
Idaho,2011,16,1584985,80,5.04737E-05,5.047366379,2,1.26184E-06,0.126184159,46,2.90224E-05,2.902235668,23,1.45112E-05,1.451117834,8,5.04737E-06,0.504736638,12,7.57105E-06,0.757104957,0.9476736,0.0101719,0.0421545,0.2603637,0.2566294,0.3573087,0.1256982
Illinois,2011,17,12869257,955,7.42079E-05,7.420785831,171,1.32875E-05,1.328748039,174,1.35206E-05,1.352059408,88,6.838E-06,0.68380016,88,6.838E-06,0.68380016,511,3.9707E-05,3.970703204,0.7483919,0.1431261,0.1084819,0.2385946,0.2573844,0.37802,0.126001
Indiana,2011,18,6516922,375,5.75425E-05,5.754250243,69,1.05878E-05,1.058782045,185,2.83876E-05,2.838763453,60,9.2068E-06,0.920680039,42,6.44476E-06,0.644476027,51,7.82578E-06,0.782578033,0.8648565,0.096499,0.0386446,0.2361851,0.2524589,0.383729,0.127627
Iowa,2011,19,3062309,183,5.97588E-05,5.975882904,14,4.57171E-06,0.45717137,95,3.10223E-05,3.102234294,39,1.27355E-05,1.273548816,32,1.04496E-05,1.044963131,32,1.04496E-05,1.044963131,0.9334328,0.0301741,0.0363932,0.2268159,0.2543921,0.3768172,0.1419748
Kansas,2011,20,2871238,131,4.56249E-05,4.562491859,7,2.43797E-06,0.243797275,81,2.82108E-05,2.821082752,28,9.75189E-06,0.9751891,25,8.70705E-06,0.870704553,7,2.43797E-06,0.243797275,0.8812434,0.0666148,0.0521418,0.2430639,0.2612827,0.3698794,0.1257741
Kentucky,2011,21,4369356,707,0.000161809,16.18087425,55,1.25877E-05,1.258766738,501,0.000114662,11.46622065,104,2.38021E-05,2.380213469,81,1.85382E-05,1.853820105,86,1.96825E-05,1.968253445,0.8928049,0.0855656,0.0216295,0.2267704,0.2511938,0.3927655,0.1292703
Louisiana,2011,22,4574836,121,2.6449E-05,2.644903555,17,3.71598E-06,0.37159802,60,1.31152E-05,1.311522424,15,3.27881E-06,0.327880606,20,4.37174E-06,0.437174141,19,4.15315E-06,0.415315434,0.6472084,0.3198615,0.0329301,0.2475822,0.2598075,0.37119,0.1214203
Maine,2011,23,1328188,95,7.1526E-05,7.152601891,3,2.25872E-06,0.225871639,48,3.61395E-05,3.613946218,33,2.48459E-05,2.484588025,19,1.43052E-05,1.430520378,5,3.76453E-06,0.376452731,0.9640316,0.0145415,0.0214269,0.1899177,0.2217923,0.4346042,0.1536858
Maryland,2011,24,5828289,562,9.64262E-05,9.642624105,104,1.7844E-05,1.78440019,245,4.20364E-05,4.203635063,172,2.95112E-05,2.951123391,59,1.0123E-05,1.012303954,135,2.31629E-05,2.316288708,0.6147473,0.2926059,0.0926468,0.2268904,0.2511268,0.4004119,0.1215708
Massachusetts,2011,25,6587536,669,0.000101555,10.15554222,145,2.20113E-05,2.201126491,178,2.70207E-05,2.70207252,70,1.06261E-05,1.062612789,64,9.71532E-06,0.971531693,298,4.52369E-05,4.523694444,0.8299078,0.0710453,0.0990469,0.2114476,0.2447344,0.4050934,0.1387246
Michigan,2011,26,9876187,756,7.65478E-05,7.654776079,273,2.76422E-05,2.764224695,243,2.46046E-05,2.46046374,163,1.65043E-05,1.650434525,90,9.11283E-06,0.911282867,75,7.59402E-06,0.759402389,0.8164873,0.1416553,0.0418575,0.2241258,0.2409046,0.3976034,0.1373662
Minnesota,2011,27,5344861,295,5.51932E-05,5.519320334,44,8.23221E-06,0.82322066,103,1.92708E-05,1.927084727,58,1.08515E-05,1.085154506,32,5.98706E-06,0.598705935,73,1.3658E-05,1.365797913,0.8745809,0.0595283,0.0658908,0.2318658,0.254838,0.386322,0.1269742
Mississippi,2011,28,2978512,84,2.8202E-05,2.820200154,2,6.71476E-07,0.067147623,52,1.74584E-05,1.74583819,14,4.70033E-06,0.470033359,20,6.71476E-06,0.671476227,6,2.01443E-06,0.201442868,0.6132216,0.3681016,0.0186769,0.2540892,0.2538221,0.3649241,0.1271646
Missouri,2011,29,6010688,614,0.000102151,10.21513677,251,4.17589E-05,4.175894673,232,3.85979E-05,3.859791092,77,1.28105E-05,1.281051354,69,1.14796E-05,1.147955109,56,9.31674E-06,0.931673712,0.8527126,0.1142992,0.0329882,0.2291248,0.2511898,0.3806191,0.1390663
Montana,2011,30,998199,63,6.31137E-05,6.311366772,1,1.0018E-06,0.100180425,32,3.20577E-05,3.205773598,20,2.00361E-05,2.003608499,14,1.40253E-05,1.402525949,2,2.00361E-06,0.20036085,0.9183823,0.0047715,0.0768462,0.2176634,0.2476979,0.3885506,0.146088
Nebraska,2011,31,1842641,54,2.93058E-05,2.930576276,1,5.42699E-07,0.054269931,33,1.79091E-05,1.790907724,19,1.03113E-05,1.03112869,8,4.34159E-06,0.434159448,1,5.42699E-07,0.054269931,0.901493,0.0505324,0.0479746,0.2366245,0.2608558,0.3764032,0.1261165
Nevada,2011,32,2723322,532,0.00019535,19.53496502,41,1.50551E-05,1.505514221,337,0.000123746,12.3745925,106,3.89231E-05,3.89230506,50,1.83599E-05,1.835992953,68,2.49695E-05,2.496950416,0.7485746,0.0887777,0.1626477,0.2483192,0.2526613,0.3774847,0.1215348
New Hampshire,2011,33,1318194,158,0.000119861,11.98609613,43,3.26204E-05,3.26203882,66,5.00685E-05,5.006850282,33,2.50343E-05,2.503425141,29,2.19998E-05,2.199979669,9,6.82752E-06,0.682752311,0.956695,0.0151803,0.0281248,0.2039187,0.2297001,0.4317875,0.1345937
New Jersey,2011,34,8821155,478,5.41879E-05,5.41879153,135,1.53041E-05,1.530411834,235,2.66405E-05,2.664050229,65,7.36865E-06,0.736864957,34,3.85437E-06,0.385437054,70,7.93547E-06,0.793546877,0.7202812,0.1347279,0.144991,0.2290422,0.2338253,0.402756,0.1343765
New Mexico,2011,35,2082224,254,0.000121985,12.19849545,68,3.26574E-05,3.265738941,135,6.48345E-05,6.483452309,32,1.53682E-05,1.536818325,21,1.00854E-05,1.008537026,25,1.20064E-05,1.200639316,0.7465801,0.0270824,0.2263375,0.2496056,0.2473047,0.3681995,0.1348902
New York,2011,36,19465197,1417,7.27966E-05,7.279659178,341,1.75184E-05,1.751844587,653,3.35471E-05,3.354705324,310,1.59259E-05,1.592585988,159,8.16842E-06,0.816842491,166,8.52804E-06,0.85280411,0.6837144,0.15565,0.1606356,0.2231491,0.2548535,0.3855564,0.1364411
North Carolina,2011,37,9656401,829,8.58498E-05,8.584979021,83,8.59533E-06,0.859533485,444,4.59799E-05,4.597986351,205,2.12294E-05,2.122944149,155,1.60515E-05,1.605152893,21,2.17472E-06,0.217472327,0.7229255,0.2150205,0.062054,0.233068,0.253637,0.3858171,0.1274778
North Dakota,2011,38,683932,10,1.46213E-05,1.462133662,1,1.46213E-06,0.146213366,4,5.84853E-06,0.584853465,1,1.46213E-06,0.146213366,2,2.92427E-06,0.292426732,4,5.84853E-06,0.584853465,0.9172282,0.011023,0.0717488,0.2180894,0.2789914,0.3635063,0.1394128
Ohio,2011,39,11544951,1333,0.000115462,11.54617287,447,3.87182E-05,3.87182241,619,5.36165E-05,5.361651167,171,1.48117E-05,1.481166962,168,1.45518E-05,1.455181577,104,9.00827E-06,0.90082669,0.8447446,0.1276376,0.0276178,0.2235996,0.2407073,0.3968665,0.1388266
Oklahoma,2011,40,3791508,492,0.000129764,12.97636719,14,3.69246E-06,0.369246221,356,9.3894E-05,9.389403899,76,2.00448E-05,2.004479484,85,2.24185E-05,2.241852055,18,4.74745E-06,0.474745141,0.7988558,0.0837031,0.117441,0.2437577,0.2585855,0.3664118,0.131245
Oregon,2011,41,3871859,402,0.000103826,10.38260949,133,3.43504E-05,3.435042443,164,4.23569E-05,4.235691434,105,2.71188E-05,2.711875613,30,7.74822E-06,0.774821604,19,4.9072E-06,0.490720349,0.8766525,0.0243292,0.0990183,0.2143368,0.2547041,0.3941788,0.1367803
Pennsylvania,2011,42,12742886,770,6.04259E-05,6.042587213,240,1.8834E-05,1.883403807,337,2.64461E-05,2.644612845,89,6.98429E-06,0.698428912,112,8.78922E-06,0.878921776,85,6.67039E-06,0.667038848,0.8469167,0.10591,0.0471732,0.2088527,0.2376762,0.3993672,0.1541039
Rhode Island,2011,44,1051302,145,0.000137924,13.79242121,13,1.23656E-05,1.236561901,63,5.99257E-05,5.992569214,29,2.75848E-05,2.758484241,8,7.60961E-06,0.76096117,45,4.28041E-05,4.280406582,0.8386521,0.0705229,0.090825,0.2132324,0.2377422,0.4013815,0.147644
South Carolina,2011,45,4679230,249,5.32139E-05,5.321388348,13,2.77823E-06,0.277823488,146,3.12017E-05,3.120171481,65,1.38912E-05,1.38911744,47,1.00444E-05,1.004438764,7,1.49597E-06,0.149597263,0.697306,0.2716158,0.0310782,0.2306564,0.2519889,0.3818976,0.1354571
South Dakota,2011,46,824082,35,4.24715E-05,4.247150162,2,2.42694E-06,0.242694295,22,2.66964E-05,2.669637245,8,9.70777E-06,0.97077718,9,1.09212E-05,1.092124327,1,1.21347E-06,0.121347147,0.8721405,0.0144812,0.1133783,0.2367947,0.2561011,0.3698477,0.1372566
Tennessee,2011,47,6403353,663,0.00010354,10.3539505,19,2.9672E-06,0.296719547,473,7.38676E-05,7.386755033,89,1.3899E-05,1.389896824,66,1.03071E-05,1.030710005,77,1.2025E-05,1.202495005,0.8027193,0.1652095,0.0320712,0.227007,0.2519137,0.3891512,0.1319282
Texas,2011,48,25674681,1218,4.74397E-05,4.743973255,372,1.4489E-05,1.448898236,540,2.10324E-05,2.103239374,190,7.40029E-06,0.740028669,118,4.59597E-06,0.459596752,125,4.86861E-06,0.486860966,0.7712115,0.1162468,0.1125417,0.2700069,0.2701662,0.3583741,0.1014529
Utah,2011,49,2817222,394,0.000139854,13.98540832,73,2.59121E-05,2.591205095,290,0.000102938,10.29382846,76,2.69769E-05,2.697692976,59,2.09426E-05,2.094261652,35,1.24236E-05,1.242358607,0.9051811,0.0166164,0.0782024,0.3053313,0.2962234,0.3097194,0.088726
Vermont,2011,50,626431,60,9.57807E-05,9.578070051,9,1.43671E-05,1.436710508,34,5.42757E-05,5.427573029,14,2.23488E-05,2.234883012,12,1.91561E-05,1.91561401,2,3.19269E-06,0.319269002,0.9710801,0.0123433,0.0165766,0.1941136,0.2359986,0.4258496,0.1440382
Virginia,2011,51,8096604,582,7.1882E-05,7.188198904,103,1.27214E-05,1.272138294,321,3.96463E-05,3.964625169,158,1.95144E-05,1.951435441,80,9.88069E-06,0.988068578,18,2.22315E-06,0.22231543,0.7177806,0.1975108,0.0847086,0.2233889,0.25878,0.3967184,0.1211128
Washington,2011,53,6830038,712,0.000104245,10.42453937,150,2.19618E-05,2.196181046,334,4.89016E-05,4.890163129,240,3.51389E-05,3.513889674,53,7.75984E-06,0.77598397,140,2.04977E-05,2.049768976,0.8185802,0.0480688,0.1333511,0.2210923,0.2641627,0.3941922,0.1205529
West Virginia,2011,54,1855364,596,0.000321231,32.12307666,35,1.88642E-05,1.886422287,480,0.000258709,25.87093422,63,3.39556E-05,3.395560117,102,5.49757E-05,5.497573522,7,3.77284E-06,0.377284457,0.9532267,0.0383983,0.008375,0.207763,0.2271759,0.4079661,0.157095
Wisconsin,2011,55,5711767,484,8.47374E-05,8.473735011,135,2.36354E-05,2.36354179,237,4.14933E-05,4.14932892,79,1.38311E-05,1.38310964,64,1.12049E-05,1.120493886,39,6.82801E-06,0.682800962,0.8964354,0.0646406,0.038924,0.2211624,0.2456079,0.3976758,0.1355539
Wyoming,2011,56,568158,47,8.27235E-05,8.272346777,2,3.52015E-06,0.352014756,29,5.10421E-05,5.104213969,9,1.58407E-05,1.584066404,8,1.40806E-05,1.408059026,6,1.05604E-05,1.056044269,0.9253448,0.0114416,0.0632136,0.2317729,0.2653738,0.3834811,0.1193722
Alabama,2010,1,4779736,194,4.0588E-05,4.058801574,7,1.46452E-06,0.146451603,84,1.75742E-05,1.757419238,79,1.65281E-05,1.65281095,37,7.74101E-06,0.774101331,14,2.92903E-06,0.292903206,0.7102101,0.2634199,0.02637,0.2308055,0.2539938,0.3808569,0.1343438
Alaska,2010,2,710231,71,9.99675E-05,9.996747537,5,7.03996E-06,0.703996305,44,6.19517E-05,6.195167488,28,3.94238E-05,3.94237931,11,1.54879E-05,1.548791872,1,1.40799E-06,0.140799261,0.7349589,0.0452368,0.2198044,0.2619327,0.2791771,0.3898345,0.0690558
Arizona,2010,4,6392017,650,0.000101689,10.16893416,91,1.42365E-05,1.423650782,340,5.31913E-05,5.31913479,109,1.70525E-05,1.705252035,72,1.12641E-05,1.126405014,113,1.76783E-05,1.767830092,0.8185276,0.0451038,0.1363686,0.2512419,0.2549716,0.3557775,0.138009
Arkansas,2010,5,2915918,198,6.79031E-05,6.790314405,5,1.71473E-06,0.171472586,125,4.28681E-05,4.28681465,56,1.92049E-05,1.920492963,59,2.02338E-05,2.023376515,9,3.08651E-06,0.308650655,0.8047311,0.1537959,0.0414731,0.2364497,0.2500668,0.3726235,0.14086
California,2010,6,37253956,2059,5.52693E-05,5.526929811,334,8.96549E-06,0.896549081,1137,3.05202E-05,3.052024864,485,1.30188E-05,1.301875162,214,5.74436E-06,0.574435638,198,5.31487E-06,0.53148718,0.6578601,0.0679648,0.2741751,0.2446028,0.2727638,0.3727095,0.1099239
Colorado,2010,8,5029196,325,6.46227E-05,6.462265539,46,9.14659E-06,0.914659122,150,2.98258E-05,2.982584095,51,1.01408E-05,1.014078592,59,1.17315E-05,1.173149744,46,9.14659E-06,0.914659122,0.8629682,0.0460836,0.0909482,0.2352185,0.2692882,0.390829,0.1046643
Connecticut,2010,9,3574097,225,6.2953E-05,6.295296406,77,2.15439E-05,2.154390326,43,1.2031E-05,1.203101091,43,1.2031E-05,1.203101091,22,6.1554E-06,0.615540093,51,1.42693E-05,1.426933852,0.8105524,0.1023796,0.087068,0.2221905,0.2269286,0.4101052,0.1407757
Delaware,2010,10,897934,116,0.000129185,12.91854412,17,1.89323E-05,1.893234915,56,6.23654E-05,6.236538543,25,2.78417E-05,2.784168992,17,1.89323E-05,1.893234915,14,1.55913E-05,1.559134636,0.7270808,0.2156956,0.0572235,0.2257147,0.2459824,0.3852005,0.1431025
District of Columbia,2010,11,601723,36,5.98282E-05,5.982819337,16,2.65903E-05,2.659030817,7,1.16333E-05,1.163325982,10,1.66189E-05,1.66189426,3,4.98568E-06,0.498568278,8,1.32952E-05,1.329515408,0.419631,0.5143574,0.0660116,0.1689785,0.368661,0.3451748,0.1171857
Florida,2010,12,18801310,1739,9.24936E-05,9.249355497,52,2.76576E-06,0.276576473,1213,6.45168E-05,6.451678101,451,2.39877E-05,2.398769022,155,8.24411E-06,0.824410639,61,3.24445E-06,0.324445477,0.7872157,0.1577466,0.0550377,0.2084773,0.2347012,0.3842479,0.1725737
Georgia,2010,13,9687653,550,5.67733E-05,5.67732969,10,1.03224E-06,0.103224176,317,3.27221E-05,3.272206385,152,1.56901E-05,1.569007478,105,1.08385E-05,1.08385385,31,3.19995E-06,0.319994946,0.6295468,0.3039701,0.0664831,0.2555034,0.2630336,0.3780891,0.1033739
Hawaii,2010,15,1360301,77,5.66051E-05,5.660511901,4,2.94053E-06,0.294052566,43,3.16107E-05,3.161065088,14,1.02918E-05,1.029183982,7,5.14592E-06,0.514591991,13,9.55671E-06,0.95567084,0.2820225,0.0219955,0.695982,0.2285229,0.2462943,0.3853968,0.139786
Idaho,2010,16,1567582,81,5.16719E-05,5.167193805,1,6.37925E-07,0.063792516,44,2.80687E-05,2.806870709,26,1.65861E-05,1.658605419,14,8.93095E-06,0.893095226,11,7.01718E-06,0.701717677,0.9424946,0.007622,0.0498834,0.2653075,0.2605028,0.3538202,0.1203694
Illinois,2010,17,12830632,921,7.17813E-05,7.178134327,153,1.19246E-05,1.192458797,183,1.42627E-05,1.426274247,83,6.46889E-06,0.646889413,120,9.35262E-06,0.935261802,463,3.60855E-05,3.608551785,0.7460278,0.1443035,0.1096687,0.2394672,0.2603166,0.3769006,0.1233157
Indiana,2010,18,6483802,300,4.62691E-05,4.626914887,59,9.0996E-06,0.909959928,146,2.25177E-05,2.251765245,64,9.87075E-06,0.987075176,50,7.71152E-06,0.771152481,25,3.85576E-06,0.385576241,0.8649024,0.0974687,0.0376289,0.2348748,0.2572337,0.3825689,0.1253226
Iowa,2010,19,3046355,163,5.35066E-05,5.350656768,7,2.29783E-06,0.229782806,84,2.75739E-05,2.757393672,44,1.44435E-05,1.444349066,46,1.51E-05,1.510001297,17,5.58044E-06,0.558043957,0.9307123,0.0362269,0.0330608,0.2241179,0.2518733,0.3789835,0.1450253
Kansas,2010,20,2853118,111,3.89048E-05,3.89048052,9,3.15444E-06,0.315444366,56,1.96276E-05,1.962764947,30,1.05148E-05,1.051481222,19,6.65938E-06,0.665938107,9,3.15444E-06,0.315444366,0.878544,0.0662993,0.0551568,0.2431803,0.2592668,0.3735555,0.1239973
Kentucky,2010,21,4339367,624,0.0001438,14.37997754,37,8.52659E-06,0.852658925,467,0.000107619,10.76193832,119,2.74234E-05,2.74233546,53,1.22138E-05,1.221376298,41,9.44838E-06,0.944838268,0.8994094,0.0784188,0.0221718,0.2253796,0.2505737,0.3970313,0.1270154
Louisiana,2010,22,4533372,130,2.86762E-05,2.8676226,15,3.3088E-06,0.330879531,71,1.56616E-05,1.566163112,18,3.97055E-06,0.397055437,22,4.8529E-06,0.485289978,13,2.86762E-06,0.28676226,0.647348,0.3176545,0.0349975,0.2494021,0.2598966,0.3695457,0.1211556
Maine,2010,23,1328361,91,6.85055E-05,6.850547404,1,7.52807E-07,0.075280741,52,3.9146E-05,3.914598517,36,2.71011E-05,2.710106665,22,1.65618E-05,1.656176295,6,4.51684E-06,0.451684444,0.9670371,0.0137474,0.0192155,0.1929174,0.2197267,0.4348209,0.1525349
Maryland,2010,24,5773552,522,9.04123E-05,9.041228,95,1.64543E-05,1.645434215,210,3.63728E-05,3.637275632,177,3.0657E-05,3.065703747,51,8.83338E-06,0.883338368,104,1.80132E-05,1.801317456,0.6162832,0.2922336,0.0914832,0.2268909,0.2500294,0.4031302,0.1199495
Massachusetts,2010,25,6547629,577,8.81235E-05,8.812350242,73,1.11491E-05,1.114907396,182,2.77963E-05,2.779632139,87,1.32873E-05,1.328725253,70,1.06909E-05,1.069089284,232,3.54327E-05,3.543267342,0.8390071,0.0711066,0.0898863,0.2134514,0.2457476,0.404012,0.136789
Michigan,2010,26,9883640,725,7.33535E-05,7.335354181,218,2.20567E-05,2.205665119,264,2.67108E-05,2.671080695,163,1.64919E-05,1.649189975,90,9.10596E-06,0.910595691,66,6.6777E-06,0.667770174,0.8146054,0.1415755,0.0438192,0.2274505,0.2387102,0.3988534,0.1349859
Minnesota,2010,27,5303925,242,4.56266E-05,4.562658786,16,3.01663E-06,0.301663391,106,1.99852E-05,1.998519964,63,1.1878E-05,1.187799601,37,6.97597E-06,0.697596591,43,8.1072E-06,0.810720363,0.8777004,0.0595368,0.0627628,0.2307881,0.2530353,0.3920538,0.1241228
Mississippi,2010,28,2967297,105,3.53857E-05,3.538573995,0,0,0,57,1.92094E-05,1.920940169,21,7.07715E-06,0.707714799,27,9.09919E-06,0.909919027,7,2.35905E-06,0.235904933,0.6147192,0.3658605,0.0194203,0.2532408,0.2563882,0.3622316,0.1281395
Missouri,2010,29,5988927,612,0.000102189,10.2188589,185,3.08903E-05,3.089034146,253,4.22446E-05,4.224462913,79,1.3191E-05,1.319101068,94,1.56956E-05,1.569563296,66,1.10203E-05,1.102033803,0.8524042,0.1174449,0.0301509,0.2303637,0.2493629,0.3822705,0.1380029
Montana,2010,30,989415,55,5.55884E-05,5.558840325,0,0,0,34,3.43637E-05,3.436374019,12,1.21284E-05,1.212837889,10,1.0107E-05,1.010698241,0,0,0,0.917849,0.0070022,0.0751489,0.2198609,0.242702,0.3907044,0.1467327
Nebraska,2010,31,1826341,61,3.34001E-05,3.340011531,0,0,0,35,1.9164E-05,1.916400059,15,8.21314E-06,0.821314311,21,1.14984E-05,1.149840035,1,5.47543E-07,0.054754287,0.9074118,0.0503054,0.0422829,0.2388131,0.2565726,0.3765141,0.1281002
Nevada,2010,32,2700551,520,0.000192553,19.25532975,19,7.0356E-06,0.703560125,339,0.00012553,12.55299381,109,4.03621E-05,4.036213351,46,1.70336E-05,1.703356093,71,2.62909E-05,2.6290931,0.753883,0.0890262,0.1570908,0.2464657,0.2594221,0.3755485,0.1185638
New Hampshire,2010,33,1316470,119,9.03932E-05,9.039324861,13,9.87489E-06,0.987489271,64,4.86149E-05,4.86148564,32,2.43074E-05,2.43074282,22,1.67114E-05,1.671135689,11,8.35568E-06,0.835567844,0.9535206,0.0149674,0.031512,0.2103827,0.2252528,0.4302079,0.1341566
New Jersey,2010,34,8791894,384,4.36766E-05,4.367659574,98,1.11466E-05,1.11466312,180,2.04734E-05,2.047340425,48,5.45957E-06,0.545957447,36,4.09468E-06,0.409468085,60,6.82447E-06,0.682446808,0.7240286,0.1320002,0.1439711,0.2311695,0.2295336,0.4042364,0.1350604
New Mexico,2010,35,2059179,201,9.76117E-05,9.761171807,22,1.06839E-05,1.068386964,118,5.73044E-05,5.73043917,30,1.45689E-05,1.456891314,22,1.06839E-05,1.068386964,28,1.35977E-05,1.359765227,0.772158,0.0251548,0.2026872,0.2470895,0.2509851,0.3710484,0.130877
New York,2010,36,19378102,1115,5.75392E-05,5.753917489,198,1.02177E-05,1.021771895,547,2.82277E-05,2.822773871,268,1.383E-05,1.383004383,183,9.44365E-06,0.944364933,107,5.5217E-06,0.55216966,0.6885405,0.1566953,0.1547643,0.222782,0.2561997,0.385475,0.1355433
North Carolina,2010,37,9535483,787,8.25338E-05,8.253383704,39,4.08999E-06,0.408998684,437,4.58288E-05,4.582882692,191,2.00304E-05,2.003044838,171,1.7933E-05,1.793301923,15,1.57307E-06,0.157307186,0.7197799,0.2166302,0.0635899,0.2344392,0.2543747,0.3848305,0.1263557
North Dakota,2010,38,672591,18,2.67622E-05,2.676217791,0,0,0,12,1.78415E-05,1.784145194,0,0,0,2,2.97358E-06,0.297357532,9,1.33811E-05,1.338108895,0.9230805,0.0116106,0.0653089,0.2173618,0.2825661,0.362212,0.1378601
Ohio,2010,39,11536504,1197,0.000103758,10.37576028,368,3.18987E-05,3.189874506,558,4.83682E-05,4.836820583,180,1.56026E-05,1.560264704,187,1.62094E-05,1.620941665,90,7.80132E-06,0.780132352,0.8457039,0.1268864,0.0274097,0.2274235,0.2400045,0.395597,0.1369749
